topic,action,path,reason
Philological Society,create_planned,/home/dan/wealtheow/Topic Notes/Philological Society.md,missing topic note
philology,create_planned,/home/dan/wealtheow/Topic Notes/philology.md,missing topic note
Philology,create_planned,/home/dan/wealtheow/Topic Notes/Philology.md,missing topic note
philosophical fiction,create_planned,/home/dan/wealtheow/Topic Notes/philosophical fiction.md,missing topic note
philosophical maxims,create_planned,/home/dan/wealtheow/Topic Notes/philosophical maxims.md,missing topic note
philosophical poetry,create_planned,/home/dan/wealtheow/Topic Notes/philosophical poetry.md,missing topic note
Philosophie,create_planned,/home/dan/wealtheow/Topic Notes/Philosophie.md,missing topic note
philosophy,create_planned,/home/dan/wealtheow/Topic Notes/philosophy.md,missing topic note
Philosophy,create_planned,/home/dan/wealtheow/Topic Notes/Philosophy.md,missing topic note
Philosophy and Phenomenology,create_planned,/home/dan/wealtheow/Topic Notes/Philosophy and Phenomenology.md,missing topic note
Philosophy in Film,create_planned,/home/dan/wealtheow/Topic Notes/Philosophy in Film.md,missing topic note
Philosophy of History,create_planned,/home/dan/wealtheow/Topic Notes/Philosophy of History.md,missing topic note
philosophy of magic,create_planned,/home/dan/wealtheow/Topic Notes/philosophy of magic.md,missing topic note
Phonetic Transliteration in Chinese,create_planned,/home/dan/wealtheow/Topic Notes/Phonetic Transliteration in Chinese.md,missing topic note
phonics,create_planned,/home/dan/wealtheow/Topic Notes/phonics.md,missing topic note
Phonics Instruction,create_planned,/home/dan/wealtheow/Topic Notes/Phonics Instruction.md,missing topic note
phonics-based reading,create_planned,/home/dan/wealtheow/Topic Notes/phonics-based reading.md,missing topic note
Phonological and Cultural Salience,create_planned,/home/dan/wealtheow/Topic Notes/Phonological and Cultural Salience.md,missing topic note
phonological typology,create_planned,/home/dan/wealtheow/Topic Notes/phonological typology.md,missing topic note
Phonology,exists,/home/dan/wealtheow/Topic Notes/Phonology.md,topic note already exists
phonotactics,create_planned,/home/dan/wealtheow/Topic Notes/phonotactics.md,missing topic note
Photography,create_planned,/home/dan/wealtheow/Topic Notes/Photography.md,missing topic note
Photojournalism,create_planned,/home/dan/wealtheow/Topic Notes/Photojournalism.md,missing topic note
Phylogenetics,create_planned,/home/dan/wealtheow/Topic Notes/Phylogenetics.md,missing topic note
Physical Affection,create_planned,/home/dan/wealtheow/Topic Notes/Physical Affection.md,missing topic note
physical goods,exists,/home/dan/wealtheow/Topic Notes/physical goods.md,topic note already exists
Physical Media,create_planned,/home/dan/wealtheow/Topic Notes/Physical Media.md,missing topic note
physical plausibility,create_planned,/home/dan/wealtheow/Topic Notes/physical plausibility.md,missing topic note
Physics Education,create_planned,/home/dan/wealtheow/Topic Notes/Physics Education.md,missing topic note
Piano Recording,create_planned,/home/dan/wealtheow/Topic Notes/Piano Recording.md,missing topic note
Pidgin,create_planned,/home/dan/wealtheow/Topic Notes/Pidgin.md,missing topic note
Pierre Bourdieu,exists,/home/dan/wealtheow/Topic Notes/Pierre Bourdieu.md,topic note already exists
Pierre de Fermat (1601-1665),exists,/home/dan/wealtheow/Topic Notes/Pierre de Fermat (1601-1665).md,topic note already exists
Pierre Poilievre,exists,/home/dan/wealtheow/Topic Notes/Pierre Poilievre.md,topic note already exists
Pierre Trudeau,exists,/home/dan/wealtheow/Topic Notes/Pierre Trudeau.md,topic note already exists
piety,exists,/home/dan/wealtheow/Topic Notes/piety.md,topic note already exists
Pigeonhole Metaphor,create_planned,/home/dan/wealtheow/Topic Notes/Pigeonhole Metaphor.md,missing topic note
pilgrimage narratives,create_planned,/home/dan/wealtheow/Topic Notes/pilgrimage narratives.md,missing topic note
pilot maturity,create_planned,/home/dan/wealtheow/Topic Notes/pilot maturity.md,missing topic note
Pimp,create_planned,/home/dan/wealtheow/Topic Notes/Pimp.md,missing topic note
Pinkwashing,create_planned,/home/dan/wealtheow/Topic Notes/Pinkwashing.md,missing topic note
Pinochet,exists,/home/dan/wealtheow/Topic Notes/Pinochet.md,topic note already exists
pipelines,create_planned,/home/dan/wealtheow/Topic Notes/pipelines.md,missing topic note
PISA,create_planned,/home/dan/wealtheow/Topic Notes/PISA.md,missing topic note
PITCHf/x,skip_invalid,,contains '/' which would create subpaths
Pittsburgh Pirates,create_planned,/home/dan/wealtheow/Topic Notes/Pittsburgh Pirates.md,missing topic note
Pizza Hut,create_planned,/home/dan/wealtheow/Topic Notes/Pizza Hut.md,missing topic note
Pizza Industry,create_planned,/home/dan/wealtheow/Topic Notes/Pizza Industry.md,missing topic note
plagiarism,create_planned,/home/dan/wealtheow/Topic Notes/plagiarism.md,missing topic note
plagiat,create_planned,/home/dan/wealtheow/Topic Notes/plagiat.md,missing topic note
plain language,create_planned,/home/dan/wealtheow/Topic Notes/plain language.md,missing topic note
plans to defy court orders,create_planned,/home/dan/wealtheow/Topic Notes/plans to defy court orders.md,missing topic note
Plant evolutionary genetics,create_planned,/home/dan/wealtheow/Topic Notes/Plant evolutionary genetics.md,missing topic note
Plant innovation,create_planned,/home/dan/wealtheow/Topic Notes/Plant innovation.md,missing topic note
Platform capitalism,create_planned,/home/dan/wealtheow/Topic Notes/Platform capitalism.md,missing topic note
platform capitalism,create_planned,/home/dan/wealtheow/Topic Notes/platform capitalism.md,missing topic note
platform design,create_planned,/home/dan/wealtheow/Topic Notes/platform design.md,missing topic note
platform governance,create_planned,/home/dan/wealtheow/Topic Notes/platform governance.md,missing topic note
platform labour,create_planned,/home/dan/wealtheow/Topic Notes/platform labour.md,missing topic note
Platform power,create_planned,/home/dan/wealtheow/Topic Notes/Platform power.md,missing topic note
platform responsibility,create_planned,/home/dan/wealtheow/Topic Notes/platform responsibility.md,missing topic note
platforming extremists,create_planned,/home/dan/wealtheow/Topic Notes/platforming extremists.md,missing topic note
Plato,create_planned,/home/dan/wealtheow/Topic Notes/Plato.md,missing topic note
Playwrights Canada Press,create_planned,/home/dan/wealtheow/Topic Notes/Playwrights Canada Press.md,missing topic note
plug-and-play housing,create_planned,/home/dan/wealtheow/Topic Notes/plug-and-play housing.md,missing topic note
plugin,create_planned,/home/dan/wealtheow/Topic Notes/plugin.md,missing topic note
Plugin Build Troubleshooting,create_planned,/home/dan/wealtheow/Topic Notes/Plugin Build Troubleshooting.md,missing topic note
plugin troubleshooting,create_planned,/home/dan/wealtheow/Topic Notes/plugin troubleshooting.md,missing topic note
Plugins,exists,/home/dan/wealtheow/Topic Notes/Plugins.md,topic note already exists
Pluralism,create_planned,/home/dan/wealtheow/Topic Notes/Pluralism.md,missing topic note
plurality voting,create_planned,/home/dan/wealtheow/Topic Notes/plurality voting.md,missing topic note
Pluriel collection,create_planned,/home/dan/wealtheow/Topic Notes/Pluriel collection.md,missing topic note
Plus-que-parfait,create_planned,/home/dan/wealtheow/Topic Notes/Plus-que-parfait.md,missing topic note
Plutonium,create_planned,/home/dan/wealtheow/Topic Notes/Plutonium.md,missing topic note
Plutonium 238,create_planned,/home/dan/wealtheow/Topic Notes/Plutonium 238.md,missing topic note
Plutonium 239,create_planned,/home/dan/wealtheow/Topic Notes/Plutonium 239.md,missing topic note
PNAS,create_planned,/home/dan/wealtheow/Topic Notes/PNAS.md,missing topic note
pod living,create_planned,/home/dan/wealtheow/Topic Notes/pod living.md,missing topic note
podcast,create_planned,/home/dan/wealtheow/Topic Notes/podcast.md,missing topic note
podcast narration,create_planned,/home/dan/wealtheow/Topic Notes/podcast narration.md,missing topic note
podcasting,create_planned,/home/dan/wealtheow/Topic Notes/podcasting.md,missing topic note
Poetic Ambiguity,create_planned,/home/dan/wealtheow/Topic Notes/Poetic Ambiguity.md,missing topic note
Poetic Analysis,create_planned,/home/dan/wealtheow/Topic Notes/Poetic Analysis.md,missing topic note
poetic canon,create_planned,/home/dan/wealtheow/Topic Notes/poetic canon.md,missing topic note
Poetic Form,create_planned,/home/dan/wealtheow/Topic Notes/Poetic Form.md,missing topic note
poetic formulae,create_planned,/home/dan/wealtheow/Topic Notes/poetic formulae.md,missing topic note
Poetic Value,create_planned,/home/dan/wealtheow/Topic Notes/Poetic Value.md,missing topic note
poetry,create_planned,/home/dan/wealtheow/Topic Notes/poetry.md,missing topic note
Poetry Essentials,create_planned,/home/dan/wealtheow/Topic Notes/Poetry Essentials.md,missing topic note
poetry recommendation,create_planned,/home/dan/wealtheow/Topic Notes/poetry recommendation.md,missing topic note
poetry volumes,create_planned,/home/dan/wealtheow/Topic Notes/poetry volumes.md,missing topic note
polarisation,create_planned,/home/dan/wealtheow/Topic Notes/polarisation.md,missing topic note
Police,exists,/home/dan/wealtheow/Topic Notes/Police.md,topic note already exists
police officer,create_planned,/home/dan/wealtheow/Topic Notes/police officer.md,missing topic note
Police Procedural,create_planned,/home/dan/wealtheow/Topic Notes/Police Procedural.md,missing topic note
police procedural,create_planned,/home/dan/wealtheow/Topic Notes/police procedural.md,missing topic note
policy,create_planned,/home/dan/wealtheow/Topic Notes/policy.md,missing topic note
Policy,exists,/home/dan/wealtheow/Topic Notes/Policy.md,topic note already exists
policy analysis,create_planned,/home/dan/wealtheow/Topic Notes/policy analysis.md,missing topic note
Policy debates,create_planned,/home/dan/wealtheow/Topic Notes/Policy debates.md,missing topic note
policy design,create_planned,/home/dan/wealtheow/Topic Notes/policy design.md,missing topic note
Policy Implementation,create_planned,/home/dan/wealtheow/Topic Notes/Policy Implementation.md,missing topic note
Politcally Correct,exists,/home/dan/wealtheow/Topic Notes/Politcally Correct.md,topic note already exists
Political Alignment,create_planned,/home/dan/wealtheow/Topic Notes/Political Alignment.md,missing topic note
political argument,create_planned,/home/dan/wealtheow/Topic Notes/political argument.md,missing topic note
political bargaining,create_planned,/home/dan/wealtheow/Topic Notes/political bargaining.md,missing topic note
Political Behavior,exists,/home/dan/wealtheow/Topic Notes/Political Behavior.md,topic note already exists
political biography,create_planned,/home/dan/wealtheow/Topic Notes/political biography.md,missing topic note
Political capital,exists,/home/dan/wealtheow/Topic Notes/Political capital.md,topic note already exists
political change,create_planned,/home/dan/wealtheow/Topic Notes/political change.md,missing topic note
Political Communication,create_planned,/home/dan/wealtheow/Topic Notes/Political Communication.md,missing topic note
Political Correctness,exists,/home/dan/wealtheow/Topic Notes/Political Correctness.md,topic note already exists
political critique,create_planned,/home/dan/wealtheow/Topic Notes/political critique.md,missing topic note
Political Culture,create_planned,/home/dan/wealtheow/Topic Notes/Political Culture.md,missing topic note
political discourse,create_planned,/home/dan/wealtheow/Topic Notes/political discourse.md,missing topic note
Political Discourse,create_planned,/home/dan/wealtheow/Topic Notes/Political Discourse.md,missing topic note
political disengagement,create_planned,/home/dan/wealtheow/Topic Notes/political disengagement.md,missing topic note
Political Economy,create_planned,/home/dan/wealtheow/Topic Notes/Political Economy.md,missing topic note
political economy of education,create_planned,/home/dan/wealtheow/Topic Notes/political economy of education.md,missing topic note
political factions,create_planned,/home/dan/wealtheow/Topic Notes/political factions.md,missing topic note
Political History,create_planned,/home/dan/wealtheow/Topic Notes/Political History.md,missing topic note
political identity,create_planned,/home/dan/wealtheow/Topic Notes/political identity.md,missing topic note
political ideology,create_planned,/home/dan/wealtheow/Topic Notes/political ideology.md,missing topic note
Political Ideology,create_planned,/home/dan/wealtheow/Topic Notes/Political Ideology.md,missing topic note
Political Influence and Governance,create_planned,/home/dan/wealtheow/Topic Notes/Political Influence and Governance.md,missing topic note
Political Interference,create_planned,/home/dan/wealtheow/Topic Notes/Political Interference.md,missing topic note
political interference,create_planned,/home/dan/wealtheow/Topic Notes/political interference.md,missing topic note
Political interference and plan churn,create_planned,/home/dan/wealtheow/Topic Notes/Political interference and plan churn.md,missing topic note
political interviews,create_planned,/home/dan/wealtheow/Topic Notes/political interviews.md,missing topic note
political leadership,create_planned,/home/dan/wealtheow/Topic Notes/political leadership.md,missing topic note
Political Messaging,create_planned,/home/dan/wealtheow/Topic Notes/Political Messaging.md,missing topic note
political messaging,create_planned,/home/dan/wealtheow/Topic Notes/political messaging.md,missing topic note
Political Movies,exists,/home/dan/wealtheow/Topic Notes/Political Movies.md,topic note already exists
political networks,create_planned,/home/dan/wealtheow/Topic Notes/political networks.md,missing topic note
Political Networks,create_planned,/home/dan/wealtheow/Topic Notes/Political Networks.md,missing topic note
political participation,create_planned,/home/dan/wealtheow/Topic Notes/political participation.md,missing topic note
Political Parties,exists,/home/dan/wealtheow/Topic Notes/Political Parties.md,topic note already exists
Political Philosophy,create_planned,/home/dan/wealtheow/Topic Notes/Political Philosophy.md,missing topic note
political philosophy,create_planned,/home/dan/wealtheow/Topic Notes/political philosophy.md,missing topic note
political poetry,create_planned,/home/dan/wealtheow/Topic Notes/political poetry.md,missing topic note
political polarisation,create_planned,/home/dan/wealtheow/Topic Notes/political polarisation.md,missing topic note
Political Polarisation,create_planned,/home/dan/wealtheow/Topic Notes/Political Polarisation.md,missing topic note
Political Polarization,exists,/home/dan/wealtheow/Topic Notes/Political Polarization.md,topic note already exists
Political polarization,create_planned,/home/dan/wealtheow/Topic Notes/Political polarization.md,missing topic note
Political Psychology,exists,/home/dan/wealtheow/Topic Notes/Political Psychology.md,topic note already exists
political quotations,create_planned,/home/dan/wealtheow/Topic Notes/political quotations.md,missing topic note
political rehabilitation,create_planned,/home/dan/wealtheow/Topic Notes/political rehabilitation.md,missing topic note
political rhetoric,create_planned,/home/dan/wealtheow/Topic Notes/political rhetoric.md,missing topic note
political science,create_planned,/home/dan/wealtheow/Topic Notes/political science.md,missing topic note
Political Self-Identification,create_planned,/home/dan/wealtheow/Topic Notes/Political Self-Identification.md,missing topic note
political sociology,create_planned,/home/dan/wealtheow/Topic Notes/political sociology.md,missing topic note
Political sociology,create_planned,/home/dan/wealtheow/Topic Notes/Political sociology.md,missing topic note
Political Strategy,create_planned,/home/dan/wealtheow/Topic Notes/Political Strategy.md,missing topic note
political strategy,create_planned,/home/dan/wealtheow/Topic Notes/political strategy.md,missing topic note
Political strategy,create_planned,/home/dan/wealtheow/Topic Notes/Political strategy.md,missing topic note
Political Symbolism,create_planned,/home/dan/wealtheow/Topic Notes/Political Symbolism.md,missing topic note
Political Theory,create_planned,/home/dan/wealtheow/Topic Notes/Political Theory.md,missing topic note
political theory,create_planned,/home/dan/wealtheow/Topic Notes/political theory.md,missing topic note
Political thought,create_planned,/home/dan/wealtheow/Topic Notes/Political thought.md,missing topic note
Political Violence,create_planned,/home/dan/wealtheow/Topic Notes/Political Violence.md,missing topic note
Politically Correct,exists,/home/dan/wealtheow/Topic Notes/Politically Correct.md,topic note already exists
Politicians,exists,/home/dan/wealtheow/Topic Notes/Politicians.md,topic note already exists
Politicians (Biography),exists,/home/dan/wealtheow/Topic Notes/Politicians (Biography).md,topic note already exists
Politicians (Great Britain),exists,/home/dan/wealtheow/Topic Notes/Politicians (Great Britain).md,topic note already exists
Politicisation,create_planned,/home/dan/wealtheow/Topic Notes/Politicisation.md,missing topic note
Politics,exists,/home/dan/wealtheow/Topic Notes/Politics.md,topic note already exists
Politics (Canada),exists,/home/dan/wealtheow/Topic Notes/Politics (Canada).md,topic note already exists
Politics and Government,exists,/home/dan/wealtheow/Topic Notes/Politics and Government.md,topic note already exists
Politics of Science,create_planned,/home/dan/wealtheow/Topic Notes/Politics of Science.md,missing topic note
Politique comparée,create_planned,/home/dan/wealtheow/Topic Notes/Politique comparée.md,missing topic note
Politique migratoire,create_planned,/home/dan/wealtheow/Topic Notes/Politique migratoire.md,missing topic note
politiques scolaires,create_planned,/home/dan/wealtheow/Topic Notes/politiques scolaires.md,missing topic note
politiques éducatives,create_planned,/home/dan/wealtheow/Topic Notes/politiques éducatives.md,missing topic note
Politisation,create_planned,/home/dan/wealtheow/Topic Notes/Politisation.md,missing topic note
Pomponius Laetus,create_planned,/home/dan/wealtheow/Topic Notes/Pomponius Laetus.md,missing topic note
poor,exists,/home/dan/wealtheow/Topic Notes/poor.md,topic note already exists
Poor People's Movements (1977),create_planned,/home/dan/wealtheow/Topic Notes/Poor People's Movements (1977).md,missing topic note
"Pop art, post-punk graphics and album covers",create_planned,"/home/dan/wealtheow/Topic Notes/Pop art, post-punk graphics and album covers.md",missing topic note
Pop Culture,exists,/home/dan/wealtheow/Topic Notes/Pop Culture.md,topic note already exists
pop music,create_planned,/home/dan/wealtheow/Topic Notes/pop music.md,missing topic note
popcorn,create_planned,/home/dan/wealtheow/Topic Notes/popcorn.md,missing topic note
Popcorn in British Cinemas,exists,/home/dan/wealtheow/Topic Notes/Popcorn in British Cinemas.md,topic note already exists
Pope,exists,/home/dan/wealtheow/Topic Notes/Pope.md,topic note already exists
popular culture,create_planned,/home/dan/wealtheow/Topic Notes/popular culture.md,missing topic note
Popular Culture,create_planned,/home/dan/wealtheow/Topic Notes/Popular Culture.md,missing topic note
Popular Fiction vs Elite Literary Culture,create_planned,/home/dan/wealtheow/Topic Notes/Popular Fiction vs Elite Literary Culture.md,missing topic note
popular music studies,create_planned,/home/dan/wealtheow/Topic Notes/popular music studies.md,missing topic note
popular science journalism,create_planned,/home/dan/wealtheow/Topic Notes/popular science journalism.md,missing topic note
Popular Support,create_planned,/home/dan/wealtheow/Topic Notes/Popular Support.md,missing topic note
Popularisation,create_planned,/home/dan/wealtheow/Topic Notes/Popularisation.md,missing topic note
popular‑music,create_planned,/home/dan/wealtheow/Topic Notes/popular‑music.md,missing topic note
Populism,exists,/home/dan/wealtheow/Topic Notes/Populism.md,topic note already exists
Populism and Cultural Authority,create_planned,/home/dan/wealtheow/Topic Notes/Populism and Cultural Authority.md,missing topic note
Pornography,exists,/home/dan/wealtheow/Topic Notes/Pornography.md,topic note already exists
Portugal's Distinction from Spain,exists,/home/dan/wealtheow/Topic Notes/Portugal's Distinction from Spain.md,topic note already exists
Positionality,exists,/home/dan/wealtheow/Topic Notes/Positionality.md,topic note already exists
Post,create_planned,/home/dan/wealtheow/Topic Notes/Post.md,missing topic note
Post-1492 Ecological Changes,exists,/home/dan/wealtheow/Topic Notes/Post-1492 Ecological Changes.md,topic note already exists
Post-Conflict Reconstruction,create_planned,/home/dan/wealtheow/Topic Notes/Post-Conflict Reconstruction.md,missing topic note
Post-Conflict Studies,create_planned,/home/dan/wealtheow/Topic Notes/Post-Conflict Studies.md,missing topic note
post-nationalism,create_planned,/home/dan/wealtheow/Topic Notes/post-nationalism.md,missing topic note
post-party democracy,create_planned,/home/dan/wealtheow/Topic Notes/post-party democracy.md,missing topic note
Post-reproductive lifespan,create_planned,/home/dan/wealtheow/Topic Notes/Post-reproductive lifespan.md,missing topic note
Post-Secondary Education,create_planned,/home/dan/wealtheow/Topic Notes/Post-Secondary Education.md,missing topic note
Post-Secondary Education (Topic),exists,/home/dan/wealtheow/Topic Notes/Post-Secondary Education (Topic).md,topic note already exists
Post-training,create_planned,/home/dan/wealtheow/Topic Notes/Post-training.md,missing topic note
Post-WWII (Era),exists,/home/dan/wealtheow/Topic Notes/Post-WWII (Era).md,topic note already exists
Postcolonial Film,create_planned,/home/dan/wealtheow/Topic Notes/Postcolonial Film.md,missing topic note
Postcolonial Identity,create_planned,/home/dan/wealtheow/Topic Notes/Postcolonial Identity.md,missing topic note
Postcolonial literature,exists,/home/dan/wealtheow/Topic Notes/Postcolonial literature.md,topic note already exists
poster,create_planned,/home/dan/wealtheow/Topic Notes/poster.md,missing topic note
postgraduate education,create_planned,/home/dan/wealtheow/Topic Notes/postgraduate education.md,missing topic note
Postmodernism,create_planned,/home/dan/wealtheow/Topic Notes/Postmodernism.md,missing topic note
postsecondary education,create_planned,/home/dan/wealtheow/Topic Notes/postsecondary education.md,missing topic note
Postsecondary Education,create_planned,/home/dan/wealtheow/Topic Notes/Postsecondary Education.md,missing topic note
postsecondary policy,create_planned,/home/dan/wealtheow/Topic Notes/postsecondary policy.md,missing topic note
Postsecondary policy,create_planned,/home/dan/wealtheow/Topic Notes/Postsecondary policy.md,missing topic note
Postsecondary readiness,create_planned,/home/dan/wealtheow/Topic Notes/Postsecondary readiness.md,missing topic note
Postwar Britain,create_planned,/home/dan/wealtheow/Topic Notes/Postwar Britain.md,missing topic note
postwar culture,create_planned,/home/dan/wealtheow/Topic Notes/postwar culture.md,missing topic note
postwar design,create_planned,/home/dan/wealtheow/Topic Notes/postwar design.md,missing topic note
postwar futurism,create_planned,/home/dan/wealtheow/Topic Notes/postwar futurism.md,missing topic note
post‑WWII economies,create_planned,/home/dan/wealtheow/Topic Notes/post‑WWII economies.md,missing topic note
Potato evolution,create_planned,/home/dan/wealtheow/Topic Notes/Potato evolution.md,missing topic note
Potter Stewart,create_planned,/home/dan/wealtheow/Topic Notes/Potter Stewart.md,missing topic note
Poverty,exists,/home/dan/wealtheow/Topic Notes/Poverty.md,topic note already exists
poverty alleviation,create_planned,/home/dan/wealtheow/Topic Notes/poverty alleviation.md,missing topic note
Powell and Pressburger,create_planned,/home/dan/wealtheow/Topic Notes/Powell and Pressburger.md,missing topic note
Power (Social sciences),exists,/home/dan/wealtheow/Topic Notes/Power (Social sciences).md,topic note already exists
Power Analysis,create_planned,/home/dan/wealtheow/Topic Notes/Power Analysis.md,missing topic note
power drill,create_planned,/home/dan/wealtheow/Topic Notes/power drill.md,missing topic note
Power Structures,create_planned,/home/dan/wealtheow/Topic Notes/Power Structures.md,missing topic note
power tools,create_planned,/home/dan/wealtheow/Topic Notes/power tools.md,missing topic note
practical arithmetic; discount; proportion; pedagogy; drills; commerce; Britain; 18th century; rule of three,create_planned,/home/dan/wealtheow/Topic Notes/practical arithmetic; discount; proportion; pedagogy; drills; commerce; Britain; 18th century; rule of three.md,missing topic note
practical philosophy,create_planned,/home/dan/wealtheow/Topic Notes/practical philosophy.md,missing topic note
pragmatics,create_planned,/home/dan/wealtheow/Topic Notes/pragmatics.md,missing topic note
pragmatism; democracy; progressive education; learning by doing; curriculum; aims of education; community,create_planned,/home/dan/wealtheow/Topic Notes/pragmatism; democracy; progressive education; learning by doing; curriculum; aims of education; community.md,missing topic note
pragmatism; Dewey; policy transfer; reform; subjectivity; comparative education; modernities; curriculum,create_planned,/home/dan/wealtheow/Topic Notes/pragmatism; Dewey; policy transfer; reform; subjectivity; comparative education; modernities; curriculum.md,missing topic note
Pre-contact Depopulation,exists,/home/dan/wealtheow/Topic Notes/Pre-contact Depopulation.md,topic note already exists
Pre-Training,create_planned,/home/dan/wealtheow/Topic Notes/Pre-Training.md,missing topic note
Pre-WWII,exists,/home/dan/wealtheow/Topic Notes/Pre-WWII.md,topic note already exists
Precarious Emploment,exists,/home/dan/wealtheow/Topic Notes/Precarious Emploment.md,topic note already exists
Predictability of Authoritarianism,create_planned,/home/dan/wealtheow/Topic Notes/Predictability of Authoritarianism.md,missing topic note
preface,create_planned,/home/dan/wealtheow/Topic Notes/preface.md,missing topic note
Preface to Lyrical Ballads,create_planned,/home/dan/wealtheow/Topic Notes/Preface to Lyrical Ballads.md,missing topic note
Preference falsification,exists,/home/dan/wealtheow/Topic Notes/Preference falsification.md,topic note already exists
preferential attachment,create_planned,/home/dan/wealtheow/Topic Notes/preferential attachment.md,missing topic note
Prehistoric Archaeology,create_planned,/home/dan/wealtheow/Topic Notes/Prehistoric Archaeology.md,missing topic note
preset pattern workflow,create_planned,/home/dan/wealtheow/Topic Notes/preset pattern workflow.md,missing topic note
Presidency,create_planned,/home/dan/wealtheow/Topic Notes/Presidency.md,missing topic note
Presidential Power,create_planned,/home/dan/wealtheow/Topic Notes/Presidential Power.md,missing topic note
Presidential War Powers,create_planned,/home/dan/wealtheow/Topic Notes/Presidential War Powers.md,missing topic note
pressurised cockpits,create_planned,/home/dan/wealtheow/Topic Notes/pressurised cockpits.md,missing topic note
Prestige Hierarchies,create_planned,/home/dan/wealtheow/Topic Notes/Prestige Hierarchies.md,missing topic note
Preston Damsky,create_planned,/home/dan/wealtheow/Topic Notes/Preston Damsky.md,missing topic note
Prices,exists,/home/dan/wealtheow/Topic Notes/Prices.md,topic note already exists
pricing,create_planned,/home/dan/wealtheow/Topic Notes/pricing.md,missing topic note
Pride Parades,create_planned,/home/dan/wealtheow/Topic Notes/Pride Parades.md,missing topic note
Priestly,exists,/home/dan/wealtheow/Topic Notes/Priestly.md,topic note already exists
primate behavior,create_planned,/home/dan/wealtheow/Topic Notes/primate behavior.md,missing topic note
primates,create_planned,/home/dan/wealtheow/Topic Notes/primates.md,missing topic note
Prime Minister (Italy),exists,/home/dan/wealtheow/Topic Notes/Prime Minister (Italy).md,topic note already exists
Prime Ministers (Canada),exists,/home/dan/wealtheow/Topic Notes/Prime Ministers (Canada).md,topic note already exists
Prime Ministers (Great Britain),exists,/home/dan/wealtheow/Topic Notes/Prime Ministers (Great Britain).md,topic note already exists
Primers and Guides,exists,/home/dan/wealtheow/Topic Notes/Primers and Guides.md,topic note already exists
Prince Andrew,exists,/home/dan/wealtheow/Topic Notes/Prince Andrew.md,topic note already exists
print aesthetic,create_planned,/home/dan/wealtheow/Topic Notes/print aesthetic.md,missing topic note
print culture; book history; credibility; pedagogy; early modern; knowledge practices; textbooks; standardisation; authorship; licensing,create_planned,/home/dan/wealtheow/Topic Notes/print culture; book history; credibility; pedagogy; early modern; knowledge practices; textbooks; standardisation; authorship; licensing.md,missing topic note
printed book culture,create_planned,/home/dan/wealtheow/Topic Notes/printed book culture.md,missing topic note
Printing Press,create_planned,/home/dan/wealtheow/Topic Notes/Printing Press.md,missing topic note
Prisoners and prisons,exists,/home/dan/wealtheow/Topic Notes/Prisoners and prisons.md,topic note already exists
Prisoners of War (POW),exists,/home/dan/wealtheow/Topic Notes/Prisoners of War (POW).md,topic note already exists
prisons,create_planned,/home/dan/wealtheow/Topic Notes/prisons.md,missing topic note
Privacy,create_planned,/home/dan/wealtheow/Topic Notes/Privacy.md,missing topic note
privacy,create_planned,/home/dan/wealtheow/Topic Notes/privacy.md,missing topic note
privacy backlash,create_planned,/home/dan/wealtheow/Topic Notes/privacy backlash.md,missing topic note
privacy norms,create_planned,/home/dan/wealtheow/Topic Notes/privacy norms.md,missing topic note
privacy protection,create_planned,/home/dan/wealtheow/Topic Notes/privacy protection.md,missing topic note
Private Sphere,create_planned,/home/dan/wealtheow/Topic Notes/Private Sphere.md,missing topic note
Privatisation,exists,/home/dan/wealtheow/Topic Notes/Privatisation.md,topic note already exists
Privilege,exists,/home/dan/wealtheow/Topic Notes/Privilege.md,topic note already exists
Pro-Palestinian Activism,create_planned,/home/dan/wealtheow/Topic Notes/Pro-Palestinian Activism.md,missing topic note
Pro-Palestinian Protests,create_planned,/home/dan/wealtheow/Topic Notes/Pro-Palestinian Protests.md,missing topic note
pro-Palestinian speech,create_planned,/home/dan/wealtheow/Topic Notes/pro-Palestinian speech.md,missing topic note
proactive aggression,create_planned,/home/dan/wealtheow/Topic Notes/proactive aggression.md,missing topic note
procedural error,create_planned,/home/dan/wealtheow/Topic Notes/procedural error.md,missing topic note
Proceedings of the National Academy of Sciences,create_planned,/home/dan/wealtheow/Topic Notes/Proceedings of the National Academy of Sciences.md,missing topic note
Processes,create_planned,/home/dan/wealtheow/Topic Notes/Processes.md,missing topic note
Procrastination,exists,/home/dan/wealtheow/Topic Notes/Procrastination.md,topic note already exists
Procurement models: fixed-price vs. progressive/alliance,skip_invalid,,contains '/' which would create subpaths
Productivity,exists,/home/dan/wealtheow/Topic Notes/Productivity.md,topic note already exists
Productivity cycles,create_planned,/home/dan/wealtheow/Topic Notes/Productivity cycles.md,missing topic note
Productivity Metrics,create_planned,/home/dan/wealtheow/Topic Notes/Productivity Metrics.md,missing topic note
productivity paradox,create_planned,/home/dan/wealtheow/Topic Notes/productivity paradox.md,missing topic note
Productivity Workflows,create_planned,/home/dan/wealtheow/Topic Notes/Productivity Workflows.md,missing topic note
Professional Activity Reports (PAR),exists,/home/dan/wealtheow/Topic Notes/Professional Activity Reports (PAR).md,topic note already exists
Professional development,create_planned,/home/dan/wealtheow/Topic Notes/Professional development.md,missing topic note
